Provincia,Referencia,Fecha Alta,Tipo,Operación,Superficie,Precio Venta,Fecha Venta,Vendedor
Tarragona,2367,2006-04-29,Local,Venta,243,2047761,2006-10-12,María
Lleida,2368,2006-04-29,Casa,Venta,134,1024698,2006-11-09,Jesús
Lleida,2371,2006-04-29,Suelo,Venta,270,2364390,2007-04-02,Luisa
Girona,2372,2006-04-30,Local,Alquiler,220,1548800,2006-10-04,María
Barcelona,2373,2006-04-30,Piso,Venta,200,1996000,2006-08-05,Joaquín
Lleida,2374,2006-05-01,Piso,Venta,239,1264310,2007-02-15,Carmen
Tarragona,2376,2006-05-01,Casa,Alquiler,296,2813776,2006-10-22,Luisa
Barcelona,2378,2006-05-02,Local,Venta,292,1538256,2007-05-01,Jesús
Barcelona,2379,2006-05-02,Piso,Venta,233,1220454,2007-04-18,Carmen
Tarragona,2380,2006-05-02,Piso,Alquiler,238,1953742,2006-12-19,Joaquín
Girona,2381,2006-05-02,Parking,Venta,205,1921260,2006-12-17,María
Girona,2383,2006-05-03,Industrial,Alquiler,250,1002500,2007-01-16,Carmen
Barcelona,2385,2006-05-03,Industrial,Alquiler,188,1769644,2007-02-23,Carmen
Lleida,2386,2006-05-03,Piso,Alquiler,144,1211184,2007-02-27,María
Girona,2387,2006-05-04,Casa,Venta,294,1784580,2007-01-28,Luisa
Girona,2389,2006-05-05,Local,Alquiler,250,2281250,2007-03-08,Luisa
Lleida,2390,2006-05-05,Casa,Venta,290,1853390,2007-05-01,Luisa
Barcelona,2391,2006-05-08,Casa,Alquiler,257,1591344,2007-01-19,Luisa
Tarragona,2393,2006-05-09,Piso,Alquiler,283,2072692,2006-10-02,Carmen
Tarragona,2395,2006-05-10,Piso,Alquiler,300,2585100,2006-10-15,Luisa
Barcelona,2396,2006-05-11,Local,Venta,170,1602930,2006-11-05,Joaquín
Barcelona,2397,2006-05-12,Parking,Alquiler,236,2001280,2007-03-04,Jesús
Girona,2401,2006-05-13,Local,Venta,216,2144448,2007-01-26,María
Lleida,2403,2006-05-13,Oficina,Alquiler,275,1819950,2006-11-11,Luisa
Girona,2404,2006-05-13,Oficina,Venta,221,1356498,2006-10-10,Luisa
Barcelona,2405,2006-05-14,Parking,Alquiler,210,1371720,2007-03-26,Pedro
Tarragona,2406,2006-05-14,Suelo,Alquiler,197,1840571,2006-10-10,Luisa
Lleida,2409,2006-05-14,Suelo,Alquiler,195,1790490,2006-12-16,Carmen
Tarragona,2411,2006-05-15,Industrial,Venta,201,1163388,2007-01-24,Joaquín
Girona,2412,2006-05-16,Local,Alquiler,277,1802993,2007-03-01,Joaquín
Lleida,2414,2006-05-16,Oficina,Alquiler,257,2203004,2006-11-15,Pedro
Girona,2415,2006-05-16,Oficina,Venta,295,2200405,2007-03-24,María
Girona,2417,2006-05-17,Local,Venta,184,1113016,2007-01-15,María
Lleida,2419,2006-05-18,Oficina,Alquiler,176,1214576,2006-10-08,Luisa
Lleida,2420,2006-05-18,Piso,Alquiler,149,1099024,2006-10-01,Luisa
Tarragona,2422,2006-05-19,Industrial,Venta,280,2370200,2007-02-04,Luisa
Girona,2423,2006-05-20,Oficina,Alquiler,156,1294176,2006-10-05,Carmen
Barcelona,2424,2006-05-20,Oficina,Alquiler,225,1752975,2006-09-22,Jesús
Barcelona,2425,2006-05-20,Suelo,Venta,285,2603190,2006-11-15,Joaquín
Girona,2426,2006-05-20,Suelo,Venta,247,2320565,2007-05-01,Jesús
Lleida,2428,2006-05-21,Industrial,Alquiler,277,2268076,2007-01-25,María
Girona,2429,2006-05-21,Casa,Venta,273,2682225,,
Girona,2430,2006-05-21,Casa,Venta,245,2037420,2007-04-04,Pedro
Lleida,2431,2006-05-22,Suelo,Venta,271,2303500,2007-01-22,Luisa
Barcelona,2432,2006-05-22,Local,Alquiler,232,1699168,2006-08-27,Carmen
Girona,2433,2006-05-22,Piso,Venta,203,1315846,2007-02-27,Carmen
Tarragona,2434,2006-05-23,Casa,Alquiler,202,1112010,2007-01-29,Pedro
Tarragona,2437,2006-05-25,Casa,Alquiler,195,1927770,2007-01-10,Jesús
Girona,2440,2006-05-26,Industrial,Alquiler,278,2336590,2006-12-26,Luisa
Barcelona,2441,2006-05-27,Piso,Alquiler,207,1381104,2007-04-30,María
Girona,2443,2006-05-27,Piso,Alquiler,233,1682260,,
Lleida,2445,2006-05-28,Parking,Alquiler,194,1466058,2007-01-29,Carmen
Girona,2446,2006-05-28,Piso,Alquiler,253,1162788,2007-01-22,Luisa
Barcelona,2449,2006-05-29,Suelo,Venta,228,2203620,2007-03-29,Joaquín
Girona,2450,2006-05-29,Parking,Venta,202,1524898,2006-12-28,Carmen
Tarragona,2453,2006-05-30,Local,Venta,181,1438226,2006-12-27,Pedro
Tarragona,2455,2006-05-31,Casa,Venta,190,1410370,2006-11-01,María
Lleida,2457,2006-06-01,Piso,Venta,234,1305720,2006-08-31,Luisa
Lleida,2459,2006-06-01,Casa,Venta,270,1097010,2007-04-02,María
Barcelona,2460,2006-06-02,Casa,Alquiler,209,2017268,2007-01-26,Luisa
Girona,2461,2006-06-02,Parking,Alquiler,189,1342278,2006-12-16,Carmen
Lleida,2462,2006-06-02,Piso,Venta,246,1044762,2007-03-22,María
Girona,2463,2006-06-03,Piso,Venta,110,1026300,2007-02-08,Luisa
Tarragona,2464,2006-06-03,Suelo,Venta,262,1843694,2006-12-29,Carmen
Lleida,2465,2006-06-03,Industrial,Venta,122,1107028,2006-11-19,Pedro
Lleida,2467,2006-06-03,Piso,Venta,224,1705760,2007-03-03,Jesús
Barcelona,2469,2006-06-04,Casa,Venta,260,1616680,2007-04-25,Carmen
Tarragona,2471,2006-06-05,Parking,Alquiler,211,1126951,2006-12-08,Joaquín
Tarragona,2472,2006-06-05,Oficina,Venta,166,1068376,2007-03-14,Carmen
Barcelona,2473,2006-06-05,Parking,Alquiler,173,1251828,2007-03-04,Joaquín
Lleida,2474,2006-06-06,Local,Venta,126,1199394,2006-12-08,Carmen
Lleida,2475,2006-06-06,Piso,Alquiler,264,1344024,2007-03-22,María
Tarragona,2476,2006-06-06,Local,Alquiler,170,1397060,2007-04-30,Pedro
Lleida,2477,2006-06-06,Suelo,Alquiler,217,1363411,2006-12-18,Carmen
Girona,2478,2006-06-06,Suelo,Venta,294,2353176,2006-10-26,Pedro
Lleida,2481,2006-06-06,Oficina,Venta,209,1637515,2007-04-12,Jesús
Girona,2483,2006-06-07,Industrial,Alquiler,169,1447316,,
Lleida,2484,2006-06-07,Local,Alquiler,201,1342278,2006-12-03,Luisa
Tarragona,2485,2006-06-07,Industrial,Alquiler,270,2632500,2007-04-18,Carmen
Girona,2486,2006-06-08,Casa,Venta,115,1147585,2006-11-13,Joaquín
Tarragona,2488,2006-06-08,Suelo,Alquiler,255,2380170,2006-09-30,Pedro
Lleida,2489,2006-06-09,Suelo,Alquiler,267,2211294,2007-05-06,Joaquín
Tarragona,2490,2006-06-10,Industrial,Alquiler,298,2693026,,
Girona,2491,2006-06-10,Local,Venta,160,1368480,2007-01-07,Joaquín
Tarragona,2493,2006-06-10,Industrial,Alquiler,119,1149897,2006-10-27,Luisa
Barcelona,2498,2006-06-11,Piso,Alquiler,126,1102500,2006-10-13,Pedro
Lleida,2499,2006-06-11,Local,Alquiler,275,1443750,,
Barcelona,2500,2006-06-11,Oficina,Venta,165,1204005,2007-01-23,María
Girona,2501,2006-06-11,Casa,Alquiler,231,2069529,2006-12-24,Jesús
Girona,2503,2006-06-13,Parking,Venta,282,2717634,2006-11-30,Pedro
Barcelona,2504,2006-06-13,Local,Venta,245,2090340,,
Lleida,2505,2006-06-14,Oficina,Venta,239,2235367,2006-10-09,María
Girona,2506,2006-06-15,Local,Alquiler,161,1027180,2006-10-17,María
Girona,2508,2006-06-15,Suelo,Venta,204,1267452,,
Tarragona,2509,2006-06-16,Industrial,Alquiler,164,1166860,2007-05-07,Joaquín
Tarragona,2512,2006-06-16,Piso,Venta,280,2384480,2007-01-01,Pedro
Lleida,2514,2006-06-17,Industrial,Venta,134,1083256,2007-01-05,Jesús
Lleida,2515,2006-06-17,Local,Alquiler,245,2030805,2006-12-11,María
Girona,2517,2006-06-18,Local,Alquiler,297,2162160,2006-12-28,Jesús
Tarragona,2518,2006-06-18,Casa,Venta,248,1826024,,
Girona,2520,2006-06-21,Oficina,Venta,277,2250348,2007-04-21,Jesús
Lleida,2521,2006-06-21,Oficina,Venta,212,1736068,2006-12-24,Joaquín
Barcelona,2523,2006-06-21,Casa,Alquiler,241,1327669,2007-03-10,Jesús
Tarragona,2525,2006-06-22,Casa,Alquiler,246,2198502,2006-11-10,Carmen
Tarragona,2526,2006-06-23,Oficina,Alquiler,178,1010862,2006-11-08,Carmen
Lleida,2527,2006-06-23,Suelo,Venta,298,2458798,2006-12-10,Jesús
Barcelona,2529,2006-06-24,Suelo,Alquiler,281,1521615,2007-04-19,Carmen
Tarragona,2531,2006-06-25,Casa,Alquiler,213,1253505,2007-02-18,María
Girona,2534,2006-06-25,Oficina,Venta,246,1087812,2006-10-24,Jesús
Girona,2536,2006-06-27,Piso,Venta,214,1988702,,
Lleida,2538,2006-06-28,Casa,Venta,214,1504420,2006-12-14,Joaquín
Lleida,2541,2006-06-30,Suelo,Venta,209,1844425,2007-04-10,Pedro
Girona,2542,2006-06-30,Oficina,Venta,291,2849763,2007-04-28,Joaquín
Girona,2545,2006-07-01,Industrial,Venta,212,1691124,2006-10-19,María
Lleida,2547,2006-07-01,Parking,Alquiler,234,1182636,2006-12-04,Carmen
Girona,2548,2006-07-02,Industrial,Venta,195,1576380,2007-04-24,Luisa
Tarragona,2549,2006-07-02,Parking,Alquiler,147,1362984,2007-02-12,Carmen
Barcelona,2550,2006-07-02,Parking,Alquiler,163,1298947,2006-12-23,María
Tarragona,2551,2006-07-02,Suelo,Alquiler,187,1059916,2006-10-03,Carmen
Barcelona,2554,2006-07-04,Industrial,Alquiler,275,2415325,2006-12-17,Carmen
Barcelona,2555,2006-07-04,Casa,Venta,267,2091144,2006-12-24,Luisa
Barcelona,2556,2006-07-04,Oficina,Venta,250,1298500,2006-11-24,Joaquín
Barcelona,2557,2006-07-05,Parking,Alquiler,283,1470185,2006-12-18,Jesús
Barcelona,2558,2006-07-06,Industrial,Alquiler,212,1758964,2007-03-24,Luisa
Barcelona,2563,2006-07-08,Piso,Alquiler,245,1284045,2007-05-07,Joaquín
Tarragona,2571,2006-07-10,Suelo,Venta,191,1127473,2007-04-01,Luisa
Tarragona,2572,2006-07-10,Industrial,Venta,169,1154101,,
Barcelona,2574,2006-07-11,Parking,Venta,256,2470912,,
Lleida,2577,2006-07-13,Piso,Alquiler,290,2702220,2007-03-16,Carmen
Girona,2579,2006-07-16,Parking,Alquiler,274,2189534,2006-11-17,Luisa
Girona,2581,2006-07-16,Oficina,Venta,130,1061710,2007-03-11,Pedro
Barcelona,2584,2006-07-17,Suelo,Alquiler,234,1016964,2007-03-18,Luisa
Girona,2585,2006-07-17,Piso,Alquiler,244,1315648,2007-03-01,María
Lleida,2586,2006-07-18,Suelo,Alquiler,252,1889748,2006-11-23,Luisa
Barcelona,2587,2006-07-18,Casa,Venta,229,1634373,2006-12-19,Jesús
Barcelona,2588,2006-07-18,Industrial,Venta,193,1559054,,
Lleida,2590,2006-07-19,Suelo,Alquiler,273,2682225,2007-02-04,Pedro
Tarragona,2591,2006-07-19,Suelo,Venta,213,1359579,2007-02-24,Carmen
Girona,2592,2006-07-19,Parking,Venta,150,1076250,2006-11-05,Carmen
Lleida,2594,2006-07-20,Local,Venta,265,1632930,2007-03-08,María
Girona,2595,2006-07-20,Oficina,Alquiler,170,1039380,2006-11-25,Joaquín
Barcelona,2596,2006-07-21,Oficina,Venta,258,1700994,2006-10-23,Jesús
Lleida,2599,2006-07-22,Casa,Venta,259,1626779,2007-05-01,Joaquín
Girona,2601,2006-07-22,Parking,Venta,200,1021000,2006-11-20,Joaquín
Lleida,2602,2006-07-23,Oficina,Alquiler,157,1095860,2007-04-21,Luisa
Lleida,2605,2006-07-24,Piso,Alquiler,163,1550456,2007-02-03,Carmen
Tarragona,2606,2006-07-24,Piso,Alquiler,293,1431891,,
Lleida,2607,2006-07-25,Piso,Alquiler,195,1899690,2006-11-18,Jesús
Barcelona,2610,2006-07-27,Oficina,Venta,143,1365936,2007-03-13,María
Tarragona,2611,2006-07-27,Parking,Alquiler,177,1064301,,
Barcelona,2613,2006-07-28,Casa,Venta,294,2618364,,
Tarragona,2614,2006-07-28,Parking,Venta,242,1844282,,
Barcelona,2615,2006-07-28,Casa,Alquiler,239,2199995,2007-03-04,Jesús
Lleida,2616,2006-07-28,Parking,Alquiler,282,1170300,2006-12-15,Jesús
Tarragona,2621,2006-07-31,Suelo,Venta,194,1476534,2006-11-27,Luisa
Lleida,2622,2006-07-31,Oficina,Alquiler,291,2874207,2007-04-24,Jesús
Lleida,2623,2006-07-31,Parking,Alquiler,108,1002348,,
Tarragona,2625,2006-08-01,Local,Venta,277,1232927,,
Girona,2627,2006-08-02,Suelo,Venta,259,1202537,2007-04-16,María
Lleida,2628,2006-08-02,Parking,Alquiler,237,1732233,2007-01-23,Pedro
Tarragona,2629,2006-08-02,Suelo,Venta,295,1706280,2007-02-03,Joaquín
Lleida,2631,2006-08-03,Piso,Venta,291,1776555,,
Lleida,2632,2006-08-04,Industrial,Venta,186,1527618,2007-03-26,Joaquín
Girona,2634,2006-08-06,Suelo,Venta,234,1994382,2007-03-04,María
Tarragona,2635,2006-08-06,Piso,Alquiler,253,2211979,2007-03-05,María
Barcelona,2636,2006-08-07,Parking,Alquiler,169,1673607,2007-01-07,Luisa
Girona,2637,2006-08-07,Parking,Venta,249,1422537,2007-04-02,Luisa
Girona,2639,2006-08-08,Parking,Venta,211,1456322,2006-11-23,Carmen
Girona,2641,2006-08-08,Oficina,Venta,133,1053227,2007-01-30,Jesús
Lleida,2642,2006-08-08,Industrial,Alquiler,275,2171950,,
Lleida,2643,2006-08-09,Casa,Alquiler,274,1233000,2007-02-05,Joaquín
Barcelona,2644,2006-08-09,Industrial,Venta,282,2205240,,
Lleida,2645,2006-08-10,Casa,Venta,232,1341656,2006-12-01,Joaquín
Tarragona,2646,2006-08-11,Oficina,Alquiler,268,1984808,2007-03-06,Carmen
Barcelona,2647,2006-08-11,Industrial,Alquiler,270,1705320,2007-03-26,Luisa
Barcelona,2648,2006-08-11,Local,Alquiler,220,1772540,2006-12-25,Pedro
Girona,2649,2006-08-11,Casa,Venta,112,1093456,2007-01-24,Pedro
Tarragona,2650,2006-08-11,Piso,Venta,275,1324125,2006-12-31,Carmen
Barcelona,2651,2006-08-12,Industrial,Alquiler,126,1199394,,
Girona,2654,2006-08-13,Piso,Alquiler,297,2909412,,
Barcelona,2657,2006-08-14,Oficina,Alquiler,192,1622400,2006-11-16,Carmen
Tarragona,2658,2006-08-14,Parking,Alquiler,207,1473219,2007-02-20,Jesús
Girona,2663,2006-08-17,Suelo,Alquiler,116,1041448,,
Lleida,2664,2006-08-19,Parking,Venta,164,1165548,,
Barcelona,2666,2006-08-21,Oficina,Venta,258,2539236,2007-01-11,Joaquín
Barcelona,2670,2006-08-22,Suelo,Alquiler,215,1694630,,
Girona,2676,2006-08-23,Piso,Venta,294,2574558,,
Lleida,2677,2006-08-24,Suelo,Venta,214,1114940,,
Tarragona,2678,2006-08-24,Casa,Venta,239,1793695,2006-12-16,Carmen
Tarragona,2680,2006-08-25,Local,Venta,228,1096452,2007-03-31,Luisa
Lleida,2682,2006-08-26,Suelo,Venta,269,1971501,,
Tarragona,2686,2006-08-28,Casa,Alquiler,199,1277381,,
Barcelona,2687,2006-08-28,Piso,Alquiler,146,1287428,,
Girona,2688,2006-08-28,Parking,Venta,220,1230240,,
Girona,2689,2006-08-28,Piso,Venta,263,2173169,2007-01-20,María
Barcelona,2690,2006-08-29,Local,Venta,272,2399312,2006-12-28,Luisa
Tarragona,2693,2006-08-29,Piso,Venta,215,1981440,2007-05-03,Jesús
Lleida,2694,2006-08-30,Piso,Venta,233,2200452,,
Girona,2695,2006-08-30,Suelo,Venta,186,1695948,2007-03-23,Pedro
Tarragona,2696,2006-08-30,Casa,Venta,255,2080290,2007-01-19,Luisa
Barcelona,2697,2006-08-31,Oficina,Venta,298,2977318,,
Girona,2700,2006-09-02,Piso,Venta,179,1025491,,
Girona,2701,2006-09-03,Suelo,Venta,203,1191610,2006-12-24,María
Tarragona,2702,2006-09-03,Industrial,Alquiler,158,1553772,2007-04-20,Luisa
Barcelona,2703,2006-09-04,Casa,Venta,289,2534241,2007-01-28,María
Barcelona,2704,2006-09-04,Casa,Alquiler,221,1556282,,
Lleida,2706,2006-09-04,Local,Alquiler,171,1176480,,
Girona,2708,2006-09-05,Local,Alquiler,242,2326346,,
Girona,2709,2006-09-06,Casa,Alquiler,291,1643568,,
Girona,2710,2006-09-06,Piso,Alquiler,274,2445724,2006-12-20,Luisa
Girona,2711,2006-09-07,Parking,Venta,286,2153580,,
Girona,2713,2006-09-07,Oficina,Venta,239,1994933,2007-04-09,Carmen
Lleida,2715,2006-09-07,Parking,Alquiler,151,1110907,,
Lleida,2716,2006-09-07,Local,Venta,224,2076480,,
Tarragona,2718,2006-09-08,Oficina,Venta,245,1349705,,
Barcelona,2722,2006-09-10,Parking,Venta,251,2180939,,
Tarragona,2725,2006-09-10,Oficina,Alquiler,285,1299315,,
Tarragona,2727,2006-09-11,Local,Venta,230,1580790,2007-03-04,Carmen
Barcelona,2731,2006-09-13,Piso,Venta,294,2885316,2007-02-13,María
Lleida,2732,2006-09-14,Oficina,Venta,225,1239525,,
Girona,2734,2006-09-15,Local,Venta,197,1967242,2006-12-28,Pedro
Lleida,2735,2006-09-15,Oficina,Venta,151,1057755,,
Lleida,2736,2006-09-16,Suelo,Alquiler,224,1956864,2007-01-28,Carmen
Lleida,2740,2006-09-18,Oficina,Venta,239,2297985,,
Lleida,2742,2006-09-19,Suelo,Venta,182,1298752,,
Tarragona,2744,2006-09-19,Industrial,Venta,245,1728230,,
Barcelona,2745,2006-09-19,Oficina,Venta,164,1040252,2007-01-02,Carmen
Barcelona,2746,2006-09-20,Suelo,Venta,131,1134984,,
Tarragona,2747,2006-09-20,Suelo,Alquiler,208,2066688,,
Lleida,2749,2006-09-21,Casa,Venta,211,1326135,,
Lleida,2750,2006-09-21,Parking,Venta,257,2121278,2007-02-23,Joaquín
Barcelona,2751,2006-09-21,Industrial,Alquiler,279,1262196,2007-04-24,Jesús
Girona,2752,2006-09-22,Local,Venta,257,2242839,,
Lleida,2753,2006-09-22,Suelo,Venta,138,1317210,2007-01-07,María
Barcelona,2754,2006-09-23,Piso,Venta,254,2001266,2007-02-10,Luisa
Girona,2755,2006-09-23,Oficina,Alquiler,134,1088616,2007-03-11,María
Girona,2756,2006-09-23,Oficina,Venta,261,1475172,,
Tarragona,2762,2006-09-27,Local,Venta,211,1819875,,
Lleida,2763,2006-09-27,Oficina,Venta,135,1345545,2007-05-07,Luisa
Lleida,2765,2006-09-28,Suelo,Venta,115,1094225,,
Girona,2766,2006-09-28,Suelo,Alquiler,194,1519214,,
Barcelona,2767,2006-09-29,Industrial,Venta,216,1734264,2007-05-06,Pedro
Barcelona,2768,2006-09-29,Casa,Venta,258,1536906,,
Girona,2769,2006-09-30,Casa,Venta,142,1194078,2007-03-30,Joaquín
Girona,2770,2006-09-30,Piso,Venta,244,2291404,2007-04-23,María
Barcelona,2773,2006-10-02,Piso,Venta,292,1536212,,
Girona,2774,2006-10-02,Suelo,Alquiler,271,1780199,2007-03-20,Carmen
Barcelona,2775,2006-10-03,Local,Venta,192,1484544,,
Girona,2776,2006-10-04,Piso,Venta,290,2381770,2007-03-11,María
Tarragona,2777,2006-10-04,Industrial,Venta,284,2072632,2007-02-02,Joaquín
Girona,2779,2006-10-04,Casa,Venta,295,1658785,,
Girona,2780,2006-10-05,Industrial,Venta,157,1242498,2007-03-26,Luisa
Barcelona,2784,2006-10-06,Oficina,Venta,272,2008176,,
Tarragona,2786,2006-10-07,Suelo,Venta,215,1015015,2007-03-03,Carmen
Tarragona,2787,2006-10-07,Casa,Venta,123,1211427,2007-04-09,Jesús
Girona,2790,2006-10-08,Industrial,Venta,212,1565620,2007-04-04,María
Lleida,2792,2006-10-08,Local,Venta,217,1770503,2007-02-11,Pedro
Girona,2793,2006-10-09,Casa,Venta,250,1370500,,
Lleida,2795,2006-10-09,Local,Alquiler,280,2327080,,
Barcelona,2796,2006-10-09,Local,Alquiler,191,1345213,,
Lleida,2797,2006-10-10,Parking,Venta,275,2096050,,
Tarragona,2798,2006-10-10,Oficina,Alquiler,202,1028988,,
Barcelona,2799,2006-10-11,Oficina,Alquiler,178,1319336,,
Barcelona,2800,2006-10-11,Casa,Venta,212,2108128,,
Tarragona,2801,2006-10-13,Suelo,Venta,189,1794366,,
Tarragona,2803,2006-10-13,Parking,Venta,244,2429752,2007-01-15,Carmen
Girona,2805,2006-10-13,Local,Venta,271,1923558,2007-04-17,Luisa
Tarragona,2806,2006-10-13,Oficina,Alquiler,271,2621925,2007-02-19,Carmen
Barcelona,2807,2006-10-14,Piso,Venta,133,1066527,2007-04-30,Luisa
Tarragona,2808,2006-10-14,Suelo,Alquiler,293,2560527,,
Girona,2809,2006-10-15,Parking,Venta,206,1659742,2007-03-08,Jesús
Lleida,2811,2006-10-16,Oficina,Alquiler,250,1480500,2007-02-19,Luisa
Barcelona,2813,2006-10-17,Industrial,Venta,292,1905300,2007-03-12,Carmen
Girona,2815,2006-10-17,Local,Venta,181,1405465,,
Tarragona,2817,2006-10-18,Local,Alquiler,166,1573514,2007-03-17,Pedro
Tarragona,2819,2006-10-18,Oficina,Venta,234,1438866,,
Lleida,2821,2006-10-19,Casa,Venta,239,1215554,2007-05-03,Luisa
Lleida,2823,2006-10-21,Local,Alquiler,128,1162624,,
Girona,2824,2006-10-22,Parking,Venta,196,1210496,,
Lleida,2825,2006-10-22,Casa,Venta,275,2669425,2007-03-23,Jesús
Barcelona,2826,2006-10-23,Industrial,Alquiler,242,1250172,2007-03-08,María
Lleida,2827,2006-10-23,Oficina,Venta,236,1300360,,
Tarragona,2828,2006-10-23,Parking,Venta,187,1513765,,
Girona,2829,2006-10-23,Local,Alquiler,273,1766310,,
Tarragona,2830,2006-10-24,Suelo,Alquiler,187,1469446,2007-03-31,Joaquín
Tarragona,2831,2006-10-24,Parking,Alquiler,221,1318707,,
Girona,2832,2006-10-24,Oficina,Alquiler,224,1126944,2007-04-07,Joaquín
Tarragona,2834,2006-10-25,Piso,Venta,192,1661760,,
Lleida,2835,2006-10-26,Local,Venta,293,1956068,2007-05-03,Jesús
Tarragona,2840,2006-10-28,Casa,Alquiler,247,1107301,,
Barcelona,2841,2006-10-29,Industrial,Alquiler,172,1167020,2007-03-28,Pedro
Girona,2842,2006-10-29,Casa,Alquiler,125,1041625,2007-05-04,Pedro
Lleida,2843,2006-10-29,Suelo,Alquiler,245,1240925,,
Girona,2845,2006-10-29,Industrial,Venta,247,1843361,2007-01-30,Pedro
Girona,2849,2006-10-31,Piso,Alquiler,285,1940565,,
Barcelona,2850,2006-10-31,Parking,Venta,285,1638750,2007-05-04,Carmen
Girona,2851,2006-10-31,Oficina,Venta,294,2267622,,
Tarragona,2853,2006-11-01,Piso,Alquiler,260,2292160,2007-03-07,Jesús
Girona,2854,2006-11-02,Casa,Venta,190,1105230,,
Barcelona,2857,2006-11-03,Suelo,Alquiler,283,2569923,2007-03-28,Pedro
Girona,2862,2006-11-03,Parking,Alquiler,275,1623600,2007-04-28,Pedro
Lleida,2864,2006-11-04,Oficina,Venta,130,1186380,2007-03-06,Jesús
Girona,2865,2006-11-04,Local,Alquiler,197,1704050,,
Lleida,2866,2006-11-04,Piso,Venta,292,1427004,,
Lleida,2867,2006-11-05,Industrial,Alquiler,208,1269008,,
Lleida,2868,2006-11-05,Oficina,Venta,248,1270256,,
Barcelona,2870,2006-11-05,Casa,Alquiler,212,1357648,2007-04-25,Luisa
Lleida,2871,2006-11-05,Industrial,Venta,246,2345364,,
Lleida,2872,2006-11-06,Parking,Venta,267,1516293,2007-02-21,Joaquín
Barcelona,2873,2006-11-07,Industrial,Venta,136,1262624,2007-03-27,Carmen
Girona,2875,2006-11-07,Local,Alquiler,166,1607710,,
Lleida,2879,2006-11-08,Oficina,Venta,165,1355805,,
Lleida,2880,2006-11-09,Parking,Alquiler,295,1767345,2007-04-03,Jesús
Lleida,2884,2006-11-09,Piso,Alquiler,285,2565285,,
Lleida,2885,2006-11-09,Industrial,Alquiler,195,1414140,,
Barcelona,2888,2006-11-11,Local,Alquiler,239,1197390,,
Lleida,2889,2006-11-11,Piso,Alquiler,223,1071515,2007-03-20,Luisa
Barcelona,2892,2006-11-13,Industrial,Venta,262,2517034,,
Lleida,2893,2006-11-13,Parking,Alquiler,186,1464192,,
Tarragona,2895,2006-11-14,Suelo,Venta,124,1014196,,
Girona,2897,2006-11-16,Piso,Alquiler,258,1058832,,
Tarragona,2898,2006-11-17,Casa,Alquiler,214,1771492,,
Girona,2899,2006-11-17,Industrial,Venta,105,1045905,2007-04-24,Joaquín
Barcelona,2903,2006-11-19,Piso,Venta,199,1370911,,
Girona,2904,2006-11-20,Industrial,Alquiler,149,1454836,,
Tarragona,2905,2006-11-20,Casa,Alquiler,282,1239672,2007-03-10,Jesús
Tarragona,2909,2006-11-22,Local,Alquiler,228,2081868,,
Tarragona,2910,2006-11-23,Suelo,Alquiler,125,1166375,,
Lleida,2911,2006-11-23,Piso,Alquiler,282,1234032,2007-04-17,Joaquín
Lleida,2912,2006-11-24,Local,Venta,218,2102174,,
Barcelona,2913,2006-11-24,Parking,Venta,131,1008176,,
Barcelona,2915,2006-11-24,Parking,Venta,185,1635030,,
Tarragona,2916,2006-11-24,Suelo,Venta,176,1185536,,
Lleida,2917,2006-11-26,Local,Venta,265,1820285,,
Barcelona,2918,2006-11-27,Casa,Alquiler,141,1045233,,
Tarragona,2926,2006-11-28,Casa,Alquiler,197,1165649,,
Lleida,2927,2006-11-28,Oficina,Venta,153,1095786,,
Lleida,2928,2006-11-29,Oficina,Venta,180,1467360,,
Lleida,2929,2006-11-29,Casa,Alquiler,253,1239700,,
Barcelona,2931,2006-11-29,Local,Venta,230,1847590,,
Barcelona,2934,2006-11-30,Casa,Venta,261,1752093,,
Lleida,2935,2006-11-30,Oficina,Alquiler,192,1169088,,
Tarragona,2938,2006-12-02,Oficina,Venta,114,1078668,2007-03-31,Jesús
Barcelona,2939,2006-12-02,Parking,Venta,187,1274218,,
Barcelona,2941,2006-12-03,Piso,Venta,274,2474220,,
Barcelona,2943,2006-12-04,Piso,Venta,261,2198403,2007-03-09,Joaquín
Girona,2944,2006-12-04,Industrial,Alquiler,114,1130424,,
Lleida,2946,2006-12-05,Piso,Venta,136,1323280,,
Barcelona,2947,2006-12-06,Suelo,Venta,186,1367100,,
Girona,2948,2006-12-06,Casa,Alquiler,138,1186524,2007-04-24,Joaquín
Tarragona,2950,2006-12-07,Industrial,Alquiler,172,1270908,,
Tarragona,2951,2006-12-07,Parking,Venta,147,1045317,,
Lleida,2952,2006-12-07,Casa,Alquiler,236,2133204,2007-03-13,Pedro
Girona,2953,2006-12-07,Casa,Alquiler,251,1528088,,
Barcelona,2954,2006-12-08,Local,Venta,185,1255595,,
Girona,2958,2006-12-09,Suelo,Alquiler,193,1059956,2007-03-10,María
Tarragona,2961,2006-12-10,Local,Alquiler,257,2170622,2007-04-18,Jesús
Lleida,2962,2006-12-11,Oficina,Venta,171,1696149,,
Tarragona,2963,2006-12-11,Piso,Venta,197,1077196,2007-04-12,María
Tarragona,2964,2006-12-11,Local,Venta,242,1246058,,
Lleida,2968,2006-12-13,Industrial,Venta,198,1094940,2007-03-25,Joaquín
